activity,floor,county,uranium
2.8,0,marshall,1.01386
48.2,0,marshall,1.01386
0.9,1,marshall,1.01386
8.3,0,marshall,1.01386
4.1,0,martin,1.18041
0.5,1,martin,1.18041
6.7,0,martin,1.18041
7.5,0,martin,1.18041
9.2,0,martin,1.18041
0.5,0,martin,1.18041
1.5,0,martin,1.18041
10.3,0,mcleod,1.15076
3.9,0,mcleod,1.15076
1.8,0,mcleod,1.15076
9.9,0,mcleod,1.15076
2.3,0,mcleod,1.15076
4.4,0,mcleod,1.15076
2.8,0,mcleod,1.15076
1.1,1,mcleod,1.15076
1.2,0,mcleod,1.15076
1.6,1,mcleod,1.15076
25.4,1,mcleod,1.15076
10.6,0,mcleod,1.15076
2.3,0,meeker,1.02424
3.9,0,meeker,1.02424
7.2,0,meeker,1.02424
2.1,0,meeker,1.02424
3.2,0,meeker,1.02424
0.5,1,millelacs,0.810536
5.7,0,millelacs,0.810536
1.4,0,morrison,0.910987
2.1,0,morrison,0.910987
4.4,0,morrison,0.910987
2.4,0,morrison,0.910987
4.9,0,morrison,0.910987
3.0,1,morrison,0.910987
3.0,0,morrison,0.910987
2.8,0,morrison,0.910987
3.9,0,morrison,0.910987
10.9,0,mower,1.29814
6.4,0,mower,1.29814
2.0,0,mower,1.29814
3.0,0,mower,1.29814
4.5,0,mower,1.29814
2.1,0,mower,1.29814
8.0,0,mower,1.29814
1.3,1,mower,1.29814
9.2,0,mower,1.29814
1.1,1,mower,1.29814
10.6,0,mower,1.29814
24.0,0,mower,1.29814
9.1,0,mower,1.29814
12.1,0,murray,1.49011
8.1,0,nicollet,1.28152
10.8,0,nicollet,1.28152
4.2,0,nicollet,1.28152
15.7,0,nicollet,1.28152
5.4,0,nobles,1.49998
6.2,0,nobles,1.49998
9.7,0,nobles,1.49998
8.1,0,norman,1.30372
1.6,0,norman,1.30372
1.6,1,norman,1.30372
6.4,0,olmsted,1.27526
4.4,0,olmsted,1.27526
11.2,0,olmsted,1.27526
10.0,0,olmsted,1.27526
4.5,0,olmsted,1.27526
8.0,0,olmsted,1.27526
2.3,0,olmsted,1.27526
3.2,0,olmsted,1.27526
5.0,0,olmsted,1.27526
4.1,0,olmsted,1.27526
1.1,0,olmsted,1.27526
2.0,0,olmsted,1.27526
1.1,1,olmsted,1.27526
2.9,0,olmsted,1.27526
2.1,0,olmsted,1.27526
7.8,0,olmsted,1.27526
3.8,0,olmsted,1.27526
2.5,0,olmsted,1.27526
2.9,0,olmsted,1.27526
1.7,1,olmsted,1.27526
2.5,0,olmsted,1.27526
9.4,0,olmsted,1.27526
0.6,1,olmsted,1.27526
2.7,0,ottertail,0.814867
1.1,1,ottertail,0.814867
2.1,1,ottertail,0.814867
12.0,0,ottertail,0.814867
12.6,1,ottertail,0.814867
3.2,0,ottertail,0.814867
4.2,0,ottertail,0.814867
3.8,0,ottertail,0.814867
3.7,1,pennington,0.928646
5.8,0,pennington,0.928646
0.3,1,pennington,0.928646
4.1,0,pine,0.849343
2.8,0,pine,0.849343
1.9,0,pine,0.849343
1.2,1,pine,0.849343
1.2,0,pine,0.849343
1.5,0,pine,0.849343
9.4,0,pipestone,1.61382
1.7,0,pipestone,1.61382
12.1,0,pipestone,1.61382
4.3,1,pipestone,1.61382
6.9,0,polk,1.30488
1.4,1,polk,1.30488
2.5,1,polk,1.30488
9.6,0,polk,1.30488
3.8,0,pope,1.32465
3.4,0,pope,1.32465
6.8,0,ramsey,0.658327
3.6,0,ramsey,0.658327
2.2,0,ramsey,0.658327
2.6,0,ramsey,0.658327
2.1,0,ramsey,0.658327
7.0,0,ramsey,0.658327
1.2,0,ramsey,0.658327
3.8,0,ramsey,0.658327
3.5,0,ramsey,0.658327
4.2,0,ramsey,0.658327
1.6,1,ramsey,0.658327
2.8,1,ramsey,0.658327
8.6,0,ramsey,0.658327
6.2,0,ramsey,0.658327
5.2,0,ramsey,0.658327
2.7,0,ramsey,0.658327
1.2,0,ramsey,0.658327
3.5,0,ramsey,0.658327
5.5,0,ramsey,0.658327
10.1,1,ramsey,0.658327
5.5,0,ramsey,0.658327
1.2,0,ramsey,0.658327
4.9,0,ramsey,0.658327
4.0,0,ramsey,0.658327
3.5,0,ramsey,0.658327
2.5,0,ramsey,0.658327
1.2,0,ramsey,0.658327
2.7,0,ramsey,0.658327
1.7,0,ramsey,0.658327
3.1,0,ramsey,0.658327
0.7,0,ramsey,0.658327
1.0,0,ramsey,0.658327
1.9,0,redwood,1.44242
3.8,0,redwood,1.44242
8.9,0,redwood,1.44242
7.4,0,redwood,1.44242
20.7,1,redwood,1.44242
6.0,0,renville,1.46313
2.1,0,renville,1.46313
5.8,1,renville,1.46313
9.7,0,rice,1.21306
6.4,0,rice,1.21306
4.6,0,rice,1.21306
5.6,0,rice,1.21306
19.0,0,rice,1.21306
2.4,1,rice,1.21306
3.0,0,rice,1.21306
5.1,0,rice,1.21306
7.7,0,rice,1.21306
8.1,0,rice,1.21306
4.7,0,rice,1.21306
8.4,0,rock,1.69558
1.6,0,rock,1.69558
6.0,1,roseau,0.808928
1.1,1,roseau,0.808928
11.4,0,roseau,0.808928
4.3,1,roseau,0.808928
3.6,1,roseau,0.808928
10.3,0,roseau,0.808928
3.4,1,roseau,0.808928
3.1,0,roseau,0.808928
3.6,0,roseau,0.808928
2.7,0,roseau,0.808928
4.0,0,roseau,0.808928
1.2,1,roseau,0.808928
1.7,1,roseau,0.808928
4.2,1,roseau,0.808928
19.3,1,scott,1.06515
9.1,1,scott,1.06515
2.0,0,scott,1.06515
11.4,0,scott,1.06515
10.2,0,scott,1.06515
2.1,1,scott,1.06515
1.2,0,scott,1.06515
3.2,0,scott,1.06515
2.0,1,scott,1.06515
4.3,0,scott,1.06515
2.2,0,scott,1.06515
5.4,0,scott,1.06515
25.2,0,scott,1.06515
5.1,0,sherburne,0.504879
2.3,0,sherburne,0.504879
3.2,0,sherburne,0.504879
2.5,0,sherburne,0.504879
2.8,0,sherburne,0.504879
3.1,0,sherburne,0.504879
1.6,0,sherburne,0.504879
4.7,0,sherburne,0.504879
4.0,0,sibley,1.26771
5.0,0,sibley,1.26771
1.5,0,sibley,1.26771
4.8,0,sibley,1.26771
0.8,0,stlouis,0.622088
0.5,1,stlouis,0.622088
2.4,0,stlouis,0.622088
2.3,0,stlouis,0.622088
4.6,0,stlouis,0.622088
11.0,0,stlouis,0.622088
14.9,0,stlouis,0.622088
8.6,0,stlouis,0.622088
4.5,0,stlouis,0.622088
1.5,0,stlouis,0.622088
3.9,0,stlouis,0.622088
1.8,0,stlouis,0.622088
1.6,0,stlouis,0.622088
0.5,0,stlouis,0.622088
0.4,1,stlouis,0.622088
0.5,1,stlouis,0.622088
8.7,0,stlouis,0.622088
1.6,1,stlouis,0.622088
1.4,0,stlouis,0.622088
8.7,0,stlouis,0.622088
11.1,0,stlouis,0.622088
1.5,0,stlouis,0.622088
1.1,0,stlouis,0.622088
0.9,1,stlouis,0.622088
0.7,0,stlouis,0.622088
4.2,0,stlouis,0.622088
3.4,0,stlouis,0.622088
2.1,1,stlouis,0.622088
2.9,0,stlouis,0.622088
1.8,0,stlouis,0.622088
1.8,0,stlouis,0.622088
2.4,0,stlouis,0.622088
1.7,0,stlouis,0.622088
0.8,1,stlouis,0.622088
11.7,0,stlouis,0.622088
1.8,0,stlouis,0.622088
2.8,0,stlouis,0.622088
3.5,1,stlouis,0.622088
3.6,0,stlouis,0.622088
3.5,0,stlouis,0.622088
3.0,0,stlouis,0.622088
3.2,1,stlouis,0.622088
3.1,0,stlouis,0.622088
3.3,0,stlouis,0.622088
1.7,1,stlouis,0.622088
5.6,0,stlouis,0.622088
3.4,0,stlouis,0.622088
1.5,0,stlouis,0.622088
32.2,0,stlouis,0.622088
1.1,0,stlouis,0.622088
2.1,0,stlouis,0.622088
0.8,0,stlouis,0.622088
1.5,0,stlouis,0.622088
1.3,0,stlouis,0.622088
3.1,0,stlouis,0.622088
7.2,0,stlouis,0.622088
1.4,0,stlouis,0.622088
1.3,0,stlouis,0.622088
1.5,0,stlouis,0.622088
5.0,0,stlouis,0.622088
2.3,0,stlouis,0.622088
2.4,0,stlouis,0.622088
1.2,0,stlouis,0.622088
5.4,0,stlouis,0.622088
1.1,0,stlouis,0.622088
1.4,0,stlouis,0.622088
7.2,1,stlouis,0.622088
1.1,0,stlouis,0.622088
3.3,0,stlouis,0.622088
3.2,0,stlouis,0.622088
1.5,0,stlouis,0.622088
3.6,0,stlouis,0.622088
0.8,0,stlouis,0.622088
1.6,0,stlouis,0.622088
1.4,0,stlouis,0.622088
2.7,0,stlouis,0.622088
3.3,0,stlouis,0.622088
0.9,0,stlouis,0.622088
0.6,0,stlouis,0.622088
2.0,0,stlouis,0.622088
1.9,0,stlouis,0.622088
0.9,0,stlouis,0.622088
5.4,0,stlouis,0.622088
1.5,0,stlouis,0.622088
3.1,0,stlouis,0.622088
1.8,0,stlouis,0.622088
0.9,1,stlouis,0.622088
3.3,0,stlouis,0.622088
1.7,0,stlouis,0.622088
3.1,0,stlouis,0.622088
0.7,1,stlouis,0.622088
4.3,0,stlouis,0.622088
1.4,0,stlouis,0.622088
1.8,0,stlouis,0.622088
1.5,0,stlouis,0.622088
2.2,1,stlouis,0.622088
2.4,0,stlouis,0.622088
2.7,0,stlouis,0.622088
1.7,0,stlouis,0.622088
1.1,1,stlouis,0.622088
1.8,1,stlouis,0.622088
0.2,0,stlouis,0.622088
2.2,0,stlouis,0.622088
4.6,0,stlouis,0.622088
2.1,0,stlouis,0.622088
2.0,0,stlouis,0.622088
0.7,0,stlouis,0.622088
6.4,0,stlouis,0.622088
3.0,0,stlouis,0.622088
2.0,0,stlouis,0.622088
0.9,0,stlouis,0.622088
3.3,0,stlouis,0.622088
1.8,0,stlouis,0.622088
1.8,0,stlouis,0.622088
2.2,0,stlouis,0.622088
4.3,0,stlouis,0.622088
7.5,0,stearns,1.12344
6.4,0,stearns,1.12344
8.3,0,stearns,1.12344
2.1,0,stearns,1.12344
3.3,0,stearns,1.12344
1.3,0,stearns,1.12344
5.0,0,stearns,1.12344
1.0,1,stearns,1.12344
7.0,0,stearns,1.12344
5.7,0,stearns,1.12344
10.1,0,stearns,1.12344
6.6,0,stearns,1.12344
2.6,1,stearns,1.12344
3.3,0,stearns,1.12344
1.5,1,stearns,1.12344
5.0,0,stearns,1.12344
7.4,0,stearns,1.12344
14.5,0,stearns,1.12344
1.8,0,stearns,1.12344
7.4,0,stearns,1.12344
2.6,0,stearns,1.12344
3.7,0,stearns,1.12344
1.9,0,stearns,1.12344
2.2,1,stearns,1.12344
5.0,0,stearns,1.12344
7.3,0,steele,1.30971
3.7,0,steele,1.30971
2.9,0,steele,1.30971
4.4,0,steele,1.30971
8.4,0,steele,1.30971
5.1,0,steele,1.30971
3.6,0,steele,1.30971
1.5,0,steele,1.30971
8.6,0,steele,1.30971
10.6,0,steele,1.30971
8.0,0,stevens,1.60124
4.5,0,stevens,1.60124
3.0,0,swift,1.37167
2.4,0,swift,1.37167
1.5,0,swift,1.37167
4.8,0,swift,1.37167
6.8,0,todd,0.95424
2.1,0,todd,0.95424
6.0,1,todd,0.95424
2.9,1,traverse,1.64476
6.7,0,traverse,1.64476
19.3,0,traverse,1.64476
4.0,0,traverse,1.64476
5.9,0,wabasha,1.16193
9.0,0,wabasha,1.16193
8.4,0,wabasha,1.16193
1.1,1,wabasha,1.16193
3.1,0,wabasha,1.16193
11.5,0,wabasha,1.16193
9.6,0,wabasha,1.16193
2.9,0,wadena,0.510671
0.7,1,wadena,0.510671
3.2,1,wadena,0.510671
4.7,0,wadena,0.510671
4.8,0,wadena,0.510671
0.4,0,waseca,1.23666
9.3,0,waseca,1.23666
1.7,0,waseca,1.23666
0.9,1,waseca,1.23666
10.2,0,washington,0.862876
7.7,0,washington,0.862876
2.2,0,washington,0.862876
6.5,0,washington,0.862876
12.2,0,washington,0.862876
4.6,0,washington,0.862876
6.2,0,washington,0.862876
6.5,0,washington,0.862876
2.8,0,washington,0.862876
1.9,0,washington,0.862876
1.2,1,washington,0.862876
2.4,0,washington,0.862876
1.0,0,washington,0.862876
1.2,1,washington,0.862876
1.6,0,washington,0.862876
0.8,0,washington,0.862876
1.7,0,washington,0.862876
4.7,0,washington,0.862876
1.7,1,washington,0.862876
3.3,0,washington,0.862876
0.8,1,washington,0.862876
9.8,0,washington,0.862876
5.3,0,washington,0.862876
8.5,0,washington,0.862876
1.9,0,washington,0.862876
6.6,0,washington,0.862876
3.8,0,washington,0.862876
5.9,0,washington,0.862876
4.9,0,washington,0.862876
2.5,1,washington,0.862876
10.7,0,washington,0.862876
2.4,0,washington,0.862876
2.1,0,washington,0.862876
4.7,0,washington,0.862876
3.7,0,washington,0.862876
13.4,0,washington,0.862876
2.9,0,washington,0.862876
4.3,0,washington,0.862876
3.8,0,washington,0.862876
1.8,0,washington,0.862876
1.5,0,washington,0.862876
1.8,0,washington,0.862876
1.3,0,washington,0.862876
6.6,0,washington,0.862876
20.4,0,washington,0.862876
6.0,0,washington,0.862876
13.8,0,watonwan,1.2011
10.2,1,watonwan,1.2011
5.7,1,watonwan,1.2011
9.3,0,wilkin,1.26622
3.4,0,winona,1.58917
4.1,0,winona,1.58917
11.6,0,winona,1.58917
7.2,0,winona,1.58917
4.7,0,winona,1.58917
1.8,1,winona,1.58917
0.7,1,winona,1.58917
4.7,0,winona,1.58917
10.2,0,winona,1.58917
11.3,0,winona,1.58917
7.6,0,winona,1.58917
11.8,0,winona,1.58917
0.5,1,winona,1.58917
6.7,0,wright,0.913909
5.3,0,wright,0.913909
3.1,0,wright,0.913909
2.1,0,wright,0.913909
7.3,0,wright,0.913909
5.1,0,wright,0.913909
2.2,0,wright,0.913909
2.3,1,wright,0.913909
15.9,0,wright,0.913909
9.5,0,wright,0.913909
6.4,0,wright,0.913909
4.5,0,wright,0.913909
5.0,0,wright,0.913909
3.7,0,yellowmedicine,1.42659
2.9,0,yellowmedicine,1.42659