Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19801104,N/A,Alabama,9,0,0,"1,341,929","654,192","Reagan, Ronald  ",Challenger,"636,730","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"51,007",,"17,462",R,48.75,47.45,.00,3.80,50.68,49.32,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Alaska,3,0,0,"158,445","86,112","Reagan, Ronald  ",Challenger,"41,842","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"30,491",,"44,270",R,54.35,26.41,.00,19.24,67.30,32.70,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Arizona,6,0,0,"873,945","529,688","Reagan, Ronald  ",Challenger,"246,843","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"97,414",,"282,845",R,60.61,28.24,.00,11.15,68.21,31.79,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Arkansas,6,0,0,"837,582","403,164","Reagan, Ronald  ",Challenger,"398,041","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"36,377",,"5,123",R,48.13,47.52,.00,4.34,50.32,49.68,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,California,45,0,0,"8,587,063","4,524,858","Reagan, Ronald  ",Challenger,"3,083,661","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"978,544",,"1,441,197",R,52.69,35.91,.00,11.40,59.47,40.53,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Colorado,7,0,0,"1,184,415","652,264","Reagan, Ronald  ",Challenger,"367,973","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"164,178",,"284,291",R,55.07,31.07,.00,13.86,63.93,36.07,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Connecticut,8,0,0,"1,406,285","677,210","Reagan, Ronald  ",Challenger,"541,732","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"187,343",,"135,478",R,48.16,38.52,.00,13.32,55.56,44.44,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Delaware,3,0,0,"235,900","111,252","Reagan, Ronald  ",Challenger,"105,754","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"18,894",,"5,498",R,47.16,44.83,.00,8.01,51.27,48.73,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,District of Columbia,0,3,0,"175,237","23,545","Reagan, Ronald  ",Challenger,"131,113","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"20,579",,"107,568",D,13.44,74.82,.00,11.74,15.22,84.78,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Florida,17,0,0,"3,686,930","2,046,951","Reagan, Ronald  ",Challenger,"1,419,475","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"220,504",,"627,476",R,55.52,38.50,.00,5.98,59.05,40.95,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Georgia,0,12,0,"1,596,695","654,168","Reagan, Ronald  ",Challenger,"890,733","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"51,794",,"236,565",D,40.97,55.79,.00,3.24,42.34,57.66,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Hawaii,0,4,0,"303,287","130,112","Reagan, Ronald  ",Challenger,"135,879","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"37,296",,"5,767",D,42.90,44.80,.00,12.30,48.92,51.08,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Idaho,4,0,0,"437,431","290,699","Reagan, Ronald  ",Challenger,"110,192","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"36,540",,"180,507",R,66.46,25.19,.00,8.35,72.51,27.49,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Illinois,26,0,0,"4,749,721","2,358,049","Reagan, Ronald  ",Challenger,"1,981,413","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"410,259",,"376,636",R,49.65,41.72,.00,8.64,54.34,45.66,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Indiana,13,0,0,"2,242,033","1,255,656","Reagan, Ronald  ",Challenger,"844,197","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"142,180",,"411,459",R,56.01,37.65,.00,6.34,59.80,40.20,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Iowa,8,0,0,"1,317,661","676,026","Reagan, Ronald  ",Challenger,"508,672","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"132,963",,"167,354",R,51.31,38.60,.00,10.09,57.06,42.94,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Kansas,7,0,0,"979,795","566,812","Reagan, Ronald  ",Challenger,"326,150","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"86,833",,"240,662",R,57.85,33.29,.00,8.86,63.48,36.52,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Kentucky,9,0,0,"1,294,627","635,274","Reagan, Ronald  ",Challenger,"616,417","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"42,936",,"18,857",R,49.07,47.61,.00,3.32,50.75,49.25,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Louisiana,10,0,0,"1,548,591","792,853","Reagan, Ronald  ",Challenger,"708,453","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"47,285",,"84,400",R,51.20,45.75,.00,3.05,52.81,47.19,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Maine,4,0,0,"523,011","238,522","Reagan, Ronald  ",Challenger,"220,974","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"63,515",,"17,548",R,45.61,42.25,.00,12.14,51.91,48.09,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Maryland,0,10,0,"1,540,496","680,606","Reagan, Ronald  ",Challenger,"726,161","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"133,729",,"45,555",D,44.18,47.14,.00,8.68,48.38,51.62,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Massachusetts,14,0,0,"2,524,298","1,057,631","Reagan, Ronald  ",Challenger,"1,053,802","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"412,865",,"3,829",R,41.90,41.75,.00,16.36,50.09,49.91,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Michigan,21,0,0,"3,909,725","1,915,225","Reagan, Ronald  ",Challenger,"1,661,532","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"332,968",,"253,693",R,48.99,42.50,.00,8.52,53.55,46.45,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Minnesota,0,10,0,"2,051,980","873,268","Reagan, Ronald  ",Challenger,"954,174","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"224,538",,"80,906",D,42.56,46.50,.00,10.94,47.79,52.21,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Mississippi,7,0,0,"892,620","441,089","Reagan, Ronald  ",Challenger,"429,281","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"22,250",,"11,808",R,49.42,48.09,.00,2.49,50.68,49.32,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Missouri,12,0,0,"2,099,824","1,074,181","Reagan, Ronald  ",Challenger,"931,182","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"94,461",,"142,999",R,51.16,44.35,.00,4.50,53.57,46.43,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Montana,4,0,0,"363,952","206,814","Reagan, Ronald  ",Challenger,"118,032","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"39,106",,"88,782",R,56.82,32.43,.00,10.74,63.67,36.33,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Nebraska,5,0,0,"640,854","419,937","Reagan, Ronald  ",Challenger,"166,851","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"54,066",,"253,086",R,65.53,26.04,.00,8.44,71.57,28.43,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Nevada,3,0,0,"247,885","155,017","Reagan, Ronald  ",Challenger,"66,666","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"26,202",,"88,351",R,62.54,26.89,.00,10.57,69.93,30.07,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,New Hampshire,4,0,0,"383,990","221,705","Reagan, Ronald  ",Challenger,"108,864","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"53,421",,"112,841",R,57.74,28.35,.00,13.91,67.07,32.93,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,New Jersey,17,0,0,"2,975,684","1,546,557","Reagan, Ronald  ",Challenger,"1,147,364","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"281,763",,"399,193",R,51.97,38.56,.00,9.47,57.41,42.59,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,New Mexico,4,0,0,"456,971","250,779","Reagan, Ronald  ",Challenger,"167,826","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"38,366",,"82,953",R,54.88,36.73,.00,8.40,59.91,40.09,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,New York,41,0,0,"6,201,959","2,893,831","Reagan, Ronald  ",Challenger,"2,728,372","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"579,756",,"165,459",R,46.66,43.99,.00,9.35,51.47,48.53,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,North Carolina,13,0,0,"1,855,833","915,018","Reagan, Ronald  ",Challenger,"875,635","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"65,180",,"39,383",R,49.30,47.18,.00,3.51,51.10,48.90,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,North Dakota,3,0,0,"301,545","193,695","Reagan, Ronald  ",Challenger,"79,189","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"28,661",,"114,506",R,64.23,26.26,.00,9.50,70.98,29.02,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Ohio,25,0,0,"4,283,603","2,206,545","Reagan, Ronald  ",Challenger,"1,752,414","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"324,644",,"454,131",R,51.51,40.91,.00,7.58,55.74,44.26,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Oklahoma,8,0,0,"1,149,708","695,570","Reagan, Ronald  ",Challenger,"402,026","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"52,112",,"293,544",R,60.50,34.97,.00,4.53,63.37,36.63,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Oregon,6,0,0,"1,181,516","571,044","Reagan, Ronald  ",Challenger,"456,890","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"153,582",,"114,154",R,48.33,38.67,.00,13.00,55.55,44.45,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Pennsylvania,27,0,0,"4,561,501","2,261,872","Reagan, Ronald  ",Challenger,"1,937,540","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"362,089",,"324,332",R,49.59,42.48,.00,7.94,53.86,46.14,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Rhode Island,0,4,0,"416,072","154,793","Reagan, Ronald  ",Challenger,"198,342","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"62,937",,"43,549",D,37.20,47.67,.00,15.13,43.83,56.17,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,South Carolina,8,0,0,"894,071","441,841","Reagan, Ronald  ",Challenger,"430,385","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"21,845",,"11,456",R,49.42,48.14,.00,2.44,50.66,49.34,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,South Dakota,4,0,0,"327,703","198,343","Reagan, Ronald  ",Challenger,"103,855","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"25,505",,"94,488",R,60.53,31.69,.00,7.78,65.63,34.37,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Tennessee,10,0,0,"1,617,616","787,761","Reagan, Ronald  ",Challenger,"783,051","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"46,804",,"4,710",R,48.70,48.41,.00,2.89,50.15,49.85,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Texas,26,0,0,"4,541,636","2,510,705","Reagan, Ronald  ",Challenger,"1,881,147","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"149,784",,"629,558",R,55.28,41.42,.00,3.30,57.17,42.83,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Utah,4,0,0,"604,222","439,687","Reagan, Ronald  ",Challenger,"124,266","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"40,269",,"315,421",R,72.77,20.57,.00,6.66,77.97,22.03,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Vermont,3,0,0,"213,299","94,628","Reagan, Ronald  ",Challenger,"81,952","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"36,719",,"12,676",R,44.36,38.42,.00,17.21,53.59,46.41,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Virginia,12,0,0,"1,866,032","989,609","Reagan, Ronald  ",Challenger,"752,174","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"124,249",,"237,435",R,53.03,40.31,.00,6.66,56.82,43.18,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Washington,9,0,0,"1,742,394","865,244","Reagan, Ronald  ",Challenger,"650,193","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"226,957",,"215,051",R,49.66,37.32,.00,13.03,57.10,42.90,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,West Virginia,0,6,0,"737,715","334,206","Reagan, Ronald  ",Challenger,"367,462","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"36,047",,"33,256",D,45.30,49.81,.00,4.89,47.63,52.37,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Wisconsin,11,0,0,"2,273,221","1,088,845","Reagan, Ronald  ",Challenger,"981,584","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"202,792",,"107,261",R,47.90,43.18,.00,8.92,52.59,47.41,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19801104,N/A,Wyoming,3,0,0,"176,713","110,700","Reagan, Ronald  ",Challenger,"49,427","Carter, Jimmy  ",Incumbent,N/A,N/A,N/A,N/A,"16,586",,"61,273",R,62.64,27.97,.00,9.39,69.13,30.87,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",